gene,locus_capt,type,Stock_number,PA.site.number,insert.location,PA.group,treatment,collection.time,replicate,tray,row,column,plant_ID,rosette.diameter,bolt.at.collection,germination.day,Length.cm.,primary.length,upper.LR.count,mid.LR.count,lower.LR.count,upper.LR.length,mid.LR.length,lower.LR.length,LR.count,LR.density,mid.LR.density,lower.LR.density,ttl.LR.count,upper.LR.density,below.ground.mass.mg,above.ground.mass.mg,day.to.bolt,diameter.at.bolt,day.to.flower,day.to.mature,reprod.num,basal.fruit.length,mid.fruit.length,upper.fruit.length,inflorescence.height,mainbranch,basal.branch,ttl.maininfl.branch,branch.basalbranch,days.to.collect,days.to.bolt,days.to.flower,collection.age,days.to.mature,ttl.branch,fruit.num,flw.num,aborted.fruits,flw.buds,above.ground.mass.g,plant.age,locus,PAC_count,PAC_count_neg,PAC_count_pos,mean_PAC_insert_dist,mean_PAC_insert_dist_pos,mean_PAC_insert_dist_neg,PAC_strand_group
PIN7,AT1G23080,auxin.transport,SALK_048791C,3,exon,>2,IAA,21d,5,3,H,8,478,NA,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,AT1G23080,7,7,0,1353.714286,NA,1353.714286,-
IAA8,AT2G22670,auxin.signal.transduction,SALK_202296C,1,promoter,1+2,control,21d,6,3,H,10,480,24.4,n,3,220.8025,5.605,NA,9,7,NA,3.887,0.073,16,4.281891169,4.817127565,3.746654773,NA,NA,1.759,10.865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,AT2G22670,9,0,9,1312.666667,1312.666667,NA,+
ARF21,AT1G34410,auxin.signal.transduction,SALK_020702C,0,exon,0,control,21d,6,3,I,1,481,27.2,y,3,182.7543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39,11.902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,AT1G34410,3,0,3,181.6666667,181.6666667,NA,+
phytometer,,,CS22658,NA,phytometer,,IAA,21d,6,3,I,2,482,25.7,y,2,199.362,4.109,NA,4,3,NA,0.468,0.289,7,2.555366269,2.920418593,2.190313945,NA,NA,2.093,14.297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,,NA,NA,NA,NA,NA,NA,NA
IAA33,AT5G57420,auxin.signal.transduction,SALK_134724C,0,promoter,0,control,21d,5,3,I,4,484,23.8,y,3,173.5792,5.344,NA,8,7,NA,3.253,0.865,15,4.210329341,4.491017964,3.929640719,NA,NA,1.125,10.896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,AT5G57420,1,0,1,899,899,NA,+
phytometer,,,CS22636,NA,phytometer,,IAA,21d,6,3,I,5,485,21.1,y,2,147.9341,4.833,NA,16,5,NA,0.78,1.013,21,6.517690875,9.931719429,3.103662322,NA,NA,1.095,6.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,,NA,NA,NA,NA,NA,NA,NA
LAX2,AT2G21050,auxin.transport,SALK_208379C,1,exon,1+2,control,21d,5,3,I,6,486,9.8,n,3,40.2698,5.669,NA,11,0,NA,0.754,0,11,2.910566237,5.821132475,0,NA,NA,0.233,1.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,AT2G21050,1,0,1,1535,1535,NA,+
phytometer,,,CS22647,NA,phytometer,,control,21d,5,3,I,7,487,17.6,n,4,69.9715,3.804,NA,8,8,NA,0.795,0.817,16,6.309148265,6.309148265,6.309148265,NA,NA,0.493,3.781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,,NA,NA,NA,NA,NA,NA,NA
ARF1,AT1G59750,auxin.signal.transduction,SALK_079046C,2,exon,1+2,IAA,21d,6,3,J,4,494,26.5,y,3,208.7126,6.143,NA,14,18,NA,0.482,0.047,32,7.813771773,6.837050301,8.790493244,NA,NA,1.393,9.676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,AT1G59750,23,0,23,1676.869565,1676.869565,NA,+
ARF4,AT5G60450,auxin.signal.transduction,SALK_070506C,3,exon,>2,IAA,21d,5,3,J,6,496,23.6,n,2,241.6262,5.38,NA,12,6,NA,0.734,0.64,18,5.018587361,6.691449814,3.345724907,NA,NA,1.718,9.411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,AT5G60450,10,10,0,2728.1,NA,2728.1,-
ABP1,AT4G02980,auxin.signal.transduction,SALK_208329C,4,promoter,>2,IAA,21d,6,3,K,2,502,21.6,y,3,272.0851,4.252,NA,11,5,NA,2.162,1.556,16,5.644402634,7.761053622,3.527751646,NA,NA,1.877,9.811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,AT4G02980,3,3,0,1233.333333,NA,1233.333333,-
ARF14,AT1G35540,auxin.signal.transduction,SALK_049581C,0,exon,0,control,21d,6,3,K,4,504,23.6,y,2,169.2635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.352,14.809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,AT1G35540,4,0,4,1762,1762,NA,+
PIN7,AT1G23080,auxin.transport,SALK_048791C,3,exon,>2,IAA,14d,1,1,A,3,3,14.6,,3,27.0748,3.726,26,10,5,0.433,1.979,0.174,NA,6.038647343,8.051529791,4.025764895,15,20.93397746,0.198,1.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT1G23080,7,7,0,1353.714286,NA,1353.714286,-
phytometer,,,CS22647,NA,phytometer,,control,14d,1,1,A,4,4,7.2,,4,7.7348,3.166,4,7,1,0.146,0.269,0.122,NA,3.790271636,6.632975363,0.947567909,8,3.790271636,0.052,0.558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,,NA,NA,NA,NA,NA,NA,NA
IAA15,AT1G80390,auxin.signal.transduction,SALK_150265C,0,no.info,0,IAA,14d,2,1,A,5,5,13.7,,2,20.0183,4.331,13,7,3,1.091,0.546,0.034,NA,3.463403371,4.848764719,2.078042023,10,9.004848765,0.174,1.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT1G80390,2,2,0,NA,NA,NA,-
IAA8,AT2G22670,auxin.signal.transduction,SALK_202296C,1,promoter,1+2,control,14d,1,1,A,6,6,21.6,,4,35.6807,4.515,10,8,7,2.036,0.329,0.063,NA,4.983388704,5.315614618,4.651162791,15,6.644518272,0.291,3.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT2G22670,9,0,9,1312.666667,1312.666667,NA,+
ABP1,AT4G02980,auxin.signal.transduction,SALK_208329C,4,promoter,>2,control,14d,1,1,A,7,7,13.9,,3,42.3994,4.682,9,6,2,2.375,2.468,0.022,NA,2.563007262,3.844510893,1.281503631,8,5.766766339,0.311,1.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT4G02980,3,3,0,1233.333333,NA,1233.333333,-
IAA8,AT2G22670,auxin.signal.transduction,SALK_202296C,1,promoter,1+2,IAA,14d,1,1,A,10,10,13.2,,3,34.2293,5.358,16,9,5,2.317,1.158,0.169,NA,3.9193729,5.039193729,2.799552072,14,8.958566629,0.344,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT2G22670,9,0,9,1312.666667,1312.666667,NA,+
phytometer,,,CS22596,NA,phytometer,,IAA,14d,1,1,B,5,15,15,,4,24.7155,5.082,19,11,1,0.662,0.299,0.043,NA,3.541912633,6.493506494,0.590318772,12,11.21605667,0.192,1.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,,NA,NA,NA,NA,NA,NA,NA
IAA5,AT1G15580,auxin.signal.transduction,SALK_112553C,2,exon,1+2,control,14d,2,1,B,8,18,15.6,,2,37.8257,4.256,7,7,7,2.58,3.089,1.158,NA,4.934210526,4.934210526,4.934210526,14,4.934210526,0.211,1.459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT1G15580,1,1,0,465,NA,465,-
phytometer,,,CS70000,NA,phytometer,,control,14d,1,1,B,9,19,16.6,,3,30.3864,6.188,11,9,4,1.356,1.032,0.304,NA,3.151260504,4.363283775,1.939237233,13,5.332902392,0.428,1.872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,,NA,NA,NA,NA,NA,NA,NA
PIN8,AT5G15100,auxin.transport,SALK_204263C,0,intron,0,control,14d,2,1,B,10,20,17.3,,3,53.3688,4.999,8,9,6,2.453,1.836,0.413,NA,4.50090018,5.401080216,3.600720144,15,4.800960192,0.612,3.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT5G15100,0,0,0,NA,NA,NA,NA
IAA5,AT1G15580,auxin.signal.transduction,SALK_112553C,2,exon,1+2,IAA,14d,1,1,C,1,21,11.4,,3,28.5397,4.954,36,13,4,0.186,1.114,0.099,NA,5.147355672,7.872426322,2.422285022,17,21.8005652,0.419,1.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT1G15580,1,1,0,465,NA,465,-
ARF4,AT5G60450,auxin.signal.transduction,SALK_070506C,3,exon,>2,control,14d,2,1,C,2,22,9.5,,2,23.534,5.255,10,7,3,0.413,0.373,0.021,NA,2.854424358,3.996194101,1.712654615,10,5.708848716,0.135,0.903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT5G60450,10,10,0,2728.1,NA,2728.1,-
IAA33,AT5G57420,auxin.signal.transduction,SALK_134724C,0,promoter,0,control,14d,2,1,C,4,24,13.8,,2,29.4733,4.739,9,11,1,1.179,0.71,0.11,NA,3.798269677,6.963494408,0.633044946,12,5.697404516,0.154,1.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT5G57420,1,0,1,899,899,NA,+
PIN8,AT5G15100,auxin.transport,SALK_204263C,0,intron,0,IAA,14d,1,1,C,5,25,9.3,,3,28.0097,4.872,31,10,0,0.356,0.83,0,NA,3.078817734,6.157635468,0,10,19.08866995,0.453,1.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT5G15100,0,0,0,NA,NA,NA,NA
ARF21,AT1G34410,auxin.signal.transduction,SALK_020702C,0,exon,0,control,14d,1,1,D,5,35,14,,2,37.6883,5.031,10,10,8,2.141,2.659,0.343,NA,5.366726297,5.963029219,4.770423375,18,5.963029219,0.211,1.686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT1G34410,3,0,3,181.6666667,181.6666667,NA,+
IAA15,AT1G80390,auxin.signal.transduction,SALK_150265C,0,no.info,0,IAA,14d,1,1,D,8,38,11.2,,2,23.1924,2.89,20,8,1,0.377,0.112,0.024,NA,4.671280277,8.30449827,1.038062284,9,20.76124567,0.177,1.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT1G80390,2,2,0,NA,NA,NA,-
ARF21,AT1G34410,auxin.signal.transduction,SALK_020702C,0,exon,0,IAA,14d,2,1,D,10,40,10.8,,2,18.2812,2.115,20,5,0,0.568,0.267,0,NA,3.546099291,7.092198582,0,5,28.36879433,0.119,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT1G34410,3,0,3,181.6666667,181.6666667,NA,+
IAA15,AT1G80390,auxin.signal.transduction,SALK_150265C,0,no.info,0,control,14d,2,1,E,1,41,14.1,,3,23.9462,3.561,8,6,7,0.774,1.534,0.575,NA,5.47598989,5.054759899,5.897219882,13,6.739679865,0.425,1.583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT1G80390,2,2,0,NA,NA,NA,-
IAA33,AT5G57420,auxin.signal.transduction,SALK_134724C,0,promoter,0,IAA,14d,1,1,E,3,43,8.3,,2,11.711,3.375,21,4,0,1.994,0.206,0,NA,1.777777778,3.555555556,0,4,18.66666667,0.078,0.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT5G57420,1,0,1,899,899,NA,+
ARF4,AT5G60450,auxin.signal.transduction,SALK_070506C,3,exon,>2,IAA,14d,1,1,E,4,44,9.3,,4,26.4866,4.151,14,5,0,0.521,1.001,0,NA,1.806793544,3.613587087,0,5,10.11804384,0.181,0.829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT5G60450,10,10,0,2728.1,NA,2728.1,-
phytometer,,,CS22647,NA,phytometer,,control,14d,2,1,E,9,49,11.4,,2,10.7405,2.657,7,7,0,0.928,0.787,0,NA,3.951825367,7.903650734,0,7,7.903650734,0.111,1.751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,,NA,NA,NA,NA,NA,NA,NA
LAX2,AT2G21050,auxin.transport,SALK_208379C,1,exon,1+2,control,14d,2,1,E,10,50,18.5,,2,43.2711,5.052,10,4,1,3.324,1.279,0.043,NA,1.48456057,2.375296912,0.593824228,5,5.93824228,0.249,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT2G21050,1,0,1,1535,1535,NA,+
ARF21,AT1G34410,auxin.signal.transduction,SALK_020702C,0,exon,0,control,14d,2,1,F,3,53,6.8,,3,3.9778,2.38,4,4,1,0.339,0.114,0.014,NA,3.151260504,5.042016807,1.260504202,5,5.042016807,0.335,0.478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT1G34410,3,0,3,181.6666667,181.6666667,NA,+
phytometer,,,CS70000,NA,phytometer,,IAA,14d,1,1,F,5,55,10.6,,3,21.6079,3.629,25,12,4,0.409,1.253,0.601,NA,6.613392119,9.920088179,3.30669606,16,20.66685037,0.455,1.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,,NA,NA,NA,NA,NA,NA,NA
PIN7,AT1G23080,auxin.transport,SALK_048791C,3,exon,>2,IAA,14d,2,1,F,8,58,11.4,,2,25.8481,2.564,22,6,4,0.554,1.107,0.177,NA,5.850234009,7.020280811,4.680187207,10,25.74102964,0.166,0.876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT1G23080,7,7,0,1353.714286,NA,1353.714286,-
phytometer,,,CS22636,NA,phytometer,,control,14d,1,1,G,1,61,19.8,,3,42.9461,5.544,11,7,7,3.719,2.032,0.194,NA,3.787878788,3.787878788,3.787878788,14,5.952380952,0.556,2.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,,NA,NA,NA,NA,NA,NA,NA
IAA5,AT1G15580,auxin.signal.transduction,SALK_112553C,2,exon,1+2,control,14d,1,1,G,3,63,20.1,,3,44.8691,4.844,8,4,0,0.568,0.945,0,NA,1.238645747,2.477291495,0,4,4.954582989,0.541,3.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT1G15580,1,1,0,465,NA,465,-
PIN8,AT5G15100,auxin.transport,SALK_204263C,0,intron,0,control,14d,1,1,G,4,64,18.3,,3,36.9513,3.912,6,7,0,2.274,0.714,0,NA,2.68404908,5.36809816,0,7,4.601226994,0.551,3.732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT5G15100,0,0,0,NA,NA,NA,NA
phytometer,,,CS22596,NA,phytometer,,control,14d,1,1,G,6,66,13.7,,5,11.0445,1.961,2,7,0,0.9,0.253,0,NA,5.354411015,10.70882203,0,7,3.059663437,0.083,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,,NA,NA,NA,NA,NA,NA,NA
PIN8,AT5G15100,auxin.transport,SALK_204263C,0,intron,0,IAA,14d,2,1,G,7,67,9.1,,3,29.1547,2.798,14,7,6,2.869,0.197,0.304,NA,6.96926376,7.505360972,6.433166548,13,15.01072194,0.43,1.257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT5G15100,0,0,0,NA,NA,NA,NA
phytometer,,,CS22636,NA,phytometer,,IAA,14d,2,1,H,1,71,12.6,,3,14.6768,0.967,9,5,3,1.214,0.29,0.347,NA,12.40951396,15.51189245,9.307135471,8,27.92140641,0.377,0.987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,,NA,NA,NA,NA,NA,NA,NA
phytometer,,,CS70000,NA,phytometer,,control,14d,2,1,H,3,73,16.8,,2,24.0597,3.93,9,4,0,0.878,0.221,0,NA,1.526717557,3.053435115,0,4,6.870229008,0.193,2.724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,,NA,NA,NA,NA,NA,NA,NA
ARF11,AT2G46530,auxin.signal.transduction,SALK_063778C,4,exon,>2,IAA,14d,1,1,H,4,74,NA,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT2G46530,4,0,4,1351,1351,NA,+
SUR1,AT2G20610,auxin.synthesis.metabolism,SALK_113460C,1,intron,1+2,IAA,14d,2,1,H,6,76,11.6,,3,21.2934,4.042,22,4,0,0.198,0.396,0,NA,1.484413657,2.968827313,0,4,16.32855022,0.412,1.247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT2G20610,7,7,0,1293.857143,NA,1293.857143,-
phytometer,,,CS22658,NA,phytometer,,IAA,14d,2,1,H,7,77,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,,NA,NA,NA,NA,NA,NA,NA
ARF11,AT2G46530,auxin.signal.transduction,SALK_063778C,4,exon,>2,IAA,14d,2,1,H,8,78,1.7,,7,0.7207,0.744,0,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT2G46530,4,0,4,1351,1351,NA,+
ARF1,AT1G59750,auxin.signal.transduction,SALK_079046C,2,exon,1+2,control,14d,1,1,H,9,79,11.7,,4,31.6304,4.48,7,2,2,2.126,0.532,0.09,NA,1.339285714,1.339285714,1.339285714,4,4.6875,0.179,1.259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT1G59750,23,0,23,1676.869565,1676.869565,NA,+
phytometer,,,CS22596,NA,phytometer,,IAA,14d,2,1,I,3,83,2.3,,2,0.5298,0.528,0,1,0,0,0.051,0,NA,2.840909091,5.681818182,0,1,0,0.008,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,,NA,NA,NA,NA,NA,NA,NA
phytometer,,,CS22596,NA,phytometer,,IAA,14d,2,1,I,3,83,2.3,,2,0.5298,3.989,8,5,0,1.583,0.273,0,NA,1.880170469,3.760340938,0,5,6.0165455,0.008,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,,NA,NA,NA,NA,NA,NA,NA
ARF14,AT1G35540,auxin.signal.transduction,SALK_049581C,0,exon,0,IAA,14d,2,1,I,4,84,10.8,,2,15.9333,4.018,19,6,6,0.697,0.182,0.074,NA,4.479840717,4.479840717,4.479840717,12,14.18616227,0.148,0.769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT1G35540,4,0,4,1762,1762,NA,+
ABP1,AT4G02980,auxin.signal.transduction,SALK_208329C,4,promoter,>2,IAA,14d,1,1,I,5,85,10.2,,3,31.0998,4.107,25,9,0,0.525,0.317,0,NA,3.287070855,6.574141709,0,9,18.26150475,0.427,1.352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT4G02980,3,3,0,1233.333333,NA,1233.333333,-
AFB3,AT1G12820,auxin.signal.transduction,SALK_068787C,1,exon,1+2,control,14d,1,1,I,6,86,19.1,,3,36.7077,4.133,9,2,0,2.061,1.672,0,NA,0.725864989,1.451729978,0,2,6.532784902,0.494,3.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT1G12820,11,11,0,NA,NA,NA,-
SUR1,AT2G20610,auxin.synthesis.metabolism,SALK_113460C,1,intron,1+2,IAA,14d,1,1,I,7,87,12,,3,20.7012,4.138,18,9,4,0.66,0.674,0.081,NA,4.71242146,6.524891252,2.899951667,13,13.0497825,0.471,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT2G20610,7,7,0,1293.857143,NA,1293.857143,-
phytometer,,,CS22617,NA,phytometer,,IAA,14d,1,1,I,9,89,11.2,,2,18.9823,1.913,23,13,0,0.946,0.203,0,NA,10.19341349,20.38682697,0,13,36.06900157,0.211,1.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,,NA,NA,NA,NA,NA,NA,NA
phytometer,,,CS22617,NA,phytometer,,control,14d,1,1,J,3,93,13.6,,2,21.5104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.202,2.629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,,NA,NA,NA,NA,NA,NA,NA
ABP1,AT4G02980,auxin.signal.transduction,SALK_208329C,4,promoter,>2,IAA,14d,2,1,J,5,95,3.6,,5,0.6827,0.485,0,2,0,0,0.047,0,NA,6.18556701,12.37113402,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT4G02980,3,3,0,1233.333333,NA,1233.333333,-
IAA5,AT1G15580,auxin.signal.transduction,SALK_112553C,2,exon,1+2,IAA,14d,2,1,J,7,97,13.5,,3,25.5585,3.186,19,8,0,0.454,0.106,0,NA,3.766478343,7.532956685,0,8,17.89077213,0.428,1.493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT1G15580,1,1,0,465,NA,465,-
ARF14,AT1G35540,auxin.signal.transduction,SALK_049581C,0,exon,0,control,14d,2,1,J,8,98,15.5,,3,44.957,4.824,8,8,8,2.105,1.842,0.374,NA,4.975124378,4.975124378,4.975124378,16,4.975124378,0.447,1.771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT1G35540,4,0,4,1762,1762,NA,+
ARF1,AT1G59750,auxin.signal.transduction,SALK_079046C,2,exon,1+2,control,14d,2,1,J,9,99,15,,6,21.2804,3.404,11,5,0,0.95,1.092,0,NA,2.203290247,4.406580494,0,5,9.694477086,0.245,2.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,AT1G59750,23,0,23,1676.869565,1676.869565,NA,+
phytometer,,,CS22596,NA,phytometer,,control,14d,2,1,K,1,101,15,,2,14.7354,2.716,3,5,5,1.164,0.876,0.877,NA,5.522827688,5.522827688,5.522827688,10,3.313696613,0.175,1.766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,,NA,NA,NA,NA,NA,NA,NA
